product_brand,product_discount_pert,product_image_url,product_name,product_original_price,product_sale_currency,product_sale_price
,,,"Helix TIMEX METALFIT 2.0 smartwatch with Bluetooth calling, 1.5"" HD IPS Full-touch Display, SPO2, Body temperature & Stress measurement, 20 sports modes and Unlimited Watch Faces",,,
product_brand,product_discount_pert,product_image_url,product_name,product_original_price,product_sale_currency,product_sale_price
helix,(38% off),"<img alt=""asin image url"" src=""https://images-eu.ssl-images-amazon.com/images/I/419EqX-q3fL._AC_SR400,600_.jpg"" class=""octopus-dlp-asin-image octopus-softline-asin-image"" width=""100%"">","Helix TIMEX METALFIT 2.0 smartwatch with Bluetooth calling, 1.5"" HD IPS Full-touch Display, SPO2, Body temperature & Stress measurement, 20 sports modes and Unlimited Watch Faces","₹5,999.00",₹,"3,699"
